time Beta PositiveDERate NegativeDERate AcceptedPositiveDERate average_Positive_DE
100 0 0.51 0.49 1.0 0.5320196102973278
200 3.5061287481163053 0.81 0.19 0.25925925925925924 0.9699579180354336
300 2.327186177298522 0.75 0.25 0.37333333333333335 0.8225611615856443
400 3.249587357998009 0.97 0.03 0.030927835051546393 1.4561328775113977
500 2.139594716398771 0.81 0.19 0.24691358024691357 1.155443942188945
600 3.1058436121184125 0.86 0.14 0.1511627906976744 1.0516737361754622
700 3.895501996482465 0.78 0.22 0.24358974358974358 0.9204412661500714
800 5.047211148562529 0.85 0.15 0.1411764705882353 1.0413983880626654
900 5.033914899826792 0.84 0.16 0.13095238095238096 0.8554226219626054
1000 6.89234330447742 0.77 0.23 0.1038961038961039 0.8905542296304995
1100 7.431707433579261 0.81 0.19 0.09876543209876543 0.897174378049811
1200 8.27709057645638 0.75 0.25 0.10666666666666667 0.8863505233116158
1300 9.411217352213496 0.81 0.19 0.09876543209876543 0.8953807698061576
1400 10.496842209677704 0.79 0.21 0.13924050632911392 0.8571043548965891
1500 12.424246310582125 0.73 0.27 0.0684931506849315 0.9257556313521046
1600 13.155742634081097 0.78 0.22 0.1282051282051282 0.8690312635225512
1700 16.28443128616292 0.76 0.24 0.14473684210526316 0.8520427472217829
1800 19.872256552214463 0.74 0.26 0.12162162162162163 0.874615227243237
1900 24.793784316699817 0.75 0.25 0.13333333333333333 0.862769676080882
