time ElasticEnergy SurfaceEnergy TotalEnergy 
100 0.01661760987852292 1.1428571428571428 1.1594747527356657
200 0.018428398154865588 1.0 1.0184283981548656
300 0.018428398154420985 1.0 1.018428398154421
400 0.017916908284428202 1.1428571428571428 1.160774051141571
500 0.018428398154362705 1.0 1.0184283981543627
600 0.018428398154298885 1.0 1.0184283981542988
700 0.017147426396530857 1.1428571428571428 1.1600045692536738
800 0.018428398154103836 1.0 1.0184283981541038
900 0.01842839815434935 1.0 1.0184283981543494
1000 0.01842839815415031 1.0 1.0184283981541502
1100 0.01842839815427985 1.0 1.0184283981542799
1200 0.018428398154365443 1.0 1.0184283981543654
1300 0.018428398155043987 1.0 1.018428398155044
1400 0.018428398154269478 1.0 1.0184283981542694
1500 0.018428398154084338 1.0 1.0184283981540843
1600 0.01842839815466221 1.0 1.0184283981546622
1700 0.018428398154394406 1.0 1.0184283981543945
1800 0.018428398154264475 1.0 1.0184283981542646
1900 0.018428398154167486 1.0 1.0184283981541675
