time Beta PositiveDERate NegativeDERate AcceptedPositiveDERate average_Positive_DE
100 0 0.49 0.51 1.0 0.812620290007585
200 2.2954500068016803 0.75 0.25 0.24 1.057459346180754
300 2.134618855624047 0.77 0.23 0.3246753246753247 0.9663539414420854
400 2.7660510680796566 0.93 0.07 0.08602150537634409 1.3056835816331918
500 2.386132639579426 0.85 0.15 0.10588235294117647 1.2432880277551122
600 2.8864013059693803 0.78 0.22 0.1794871794871795 1.0331508068076312
700 3.9653428250020175 0.79 0.21 0.26582278481012656 0.7576386069572589
800 6.131764376114651 0.76 0.24 0.11842105263157894 0.8804591950567392
900 5.95406452877856 0.77 0.23 0.15584415584415584 0.8373859969475556
1000 7.040798869904835 0.72 0.28 0.1388888888888889 0.857367012886087
1100 7.7193761701557 0.76 0.24 0.11842105263157894 0.8746535721204104
1200 8.490211240996217 0.73 0.27 0.0821917808219178 0.9138072655614887
1300 9.12844287795006 0.77 0.23 0.16883116883116883 0.8259599821844646
1400 11.379087196667538 0.79 0.21 0.189873417721519 0.8064194755076589
1500 13.205131997096322 0.81 0.19 0.12345679012345678 0.8733656019886188
1600 13.944907837437656 0.77 0.23 0.12987012987012986 0.8665726463239225
1700 16.330633047780818 0.71 0.29 0.14084507042253522 0.8553252955823086
1800 19.795991248823654 0.75 0.25 0.06666666666666667 0.9281285956934227
1900 23.364242201985945 0.65 0.35 0.16923076923076924 0.830113494281584
