time Beta PositiveDERate NegativeDERate AcceptedPositiveDERate average_Positive_DE
100 0 0.45 0.55 1.0 0.6007260715299829
200 3.1051245128654177 0.78 0.22 0.2948717948717949 1.0044505462088955
300 2.247271075647231 0.82 0.18 0.2926829268292683 1.0174005536310218
400 2.6272684267068636 0.77 0.23 0.2727272727272727 1.0195440658012243
500 3.0558112352402698 0.78 0.22 0.24358974358974358 0.9463160574240891
600 3.792208912503126 0.95 0.05 0.021052631578947368 1.3918301782363964
700 2.9434604903529134 0.77 0.23 0.2987012987012987 1.019211677364052
800 4.558092811617452 0.96 0.04 0.010416666666666666 1.4611626800050344
900 3.5877667381336296 0.79 0.21 0.22784810126582278 0.8734873542124415
1000 6.749801645724277 0.92 0.08 0.08695652173913043 1.025811810518235
1100 6.451805702068182 0.79 0.21 0.1518987341772152 0.8464195389634872
1200 8.773419383829403 0.79 0.21 0.10126582278481013 0.8946405680855002
1300 9.324009800924417 0.79 0.21 0.10126582278481013 0.8957437731746578
1400 10.492588326820975 0.76 0.24 0.07894736842105263 0.9151082090588885
1500 11.63673925519616 0.72 0.28 0.1111111111111111 0.8815659073820411
1600 13.815192631810312 0.73 0.27 0.136986301369863 0.8583819751634572
1700 16.48645976479818 0.77 0.23 0.12987012987012986 0.8618749109755729
1800 19.645556275770012 0.77 0.23 0.14285714285714285 0.8530784551126437
1900 25.419726842716763 0.75 0.25 0.16 0.8356221332945515
