time ElasticEnergy SurfaceEnergy TotalEnergy 
100 0.014332393517263179 1.2857142857142858 1.300046679231549
200 0.018428398154976936 1.0 1.0184283981549769
300 0.018428398154739102 1.0 1.018428398154739
400 0.018428398154539456 1.0 1.0184283981545394
500 0.018428398154842957 1.0 1.018428398154843
600 0.018428398155027476 1.0 1.0184283981550275
700 0.018428398155391424 1.0 1.0184283981553914
800 0.018428398154229912 1.0 1.01842839815423
900 0.01842839815416717 1.0 1.018428398154167
1000 0.018428398154977817 1.0 1.0184283981549778
1100 0.018428398154288154 1.0 1.018428398154288
1200 0.018428398154152703 1.0 1.0184283981541526
1300 0.018428398154344442 1.0 1.0184283981543445
1400 0.01842839815638661 1.0 1.0184283981563866
1500 0.018428398154715756 1.0 1.0184283981547158
1600 0.01842839815411154 1.0 1.0184283981541116
1700 0.018428398154152877 1.0 1.0184283981541529
1800 0.018428398154525943 1.0 1.018428398154526
1900 0.018428398154173974 1.0 1.018428398154174
