time Beta AcceptanceRate RefusalRate Nmove Radius
100 0 0.9 0.1 10 inf
200 3.321641578709456 0.31 0.69 10 inf
300 2.144108655081635 0.3 0.7 10 inf
400 2.385031045045099 0.37 0.63 10 inf
500 3.2577138555637757 0.28 0.72 10 inf
600 3.2258787764332926 0.34 0.66 5 inf
700 3.686731043516798 0.23 0.77 5 inf
800 3.9760733586244443 0.29 0.71 2 inf
900 5.227012329163015 0.31 0.69 1 inf
1000 8.846837181218492 0.34 0.66 1 inf
1100 9.056276724283963 0.38 0.62 1 inf
1200 10.132855617929744 0.3 0.7 1 inf
