time ElasticEnergy SurfaceEnergy TotalEnergy 
100 0.024012205612102523 1.125 1.1490122056121026
200 0.020511673057122704 1.0 1.0205116730571226
300 0.022621649570103104 1.0 1.022621649570103
400 0.016617023914496657 1.125 1.1416170239144967
500 0.020511673057082392 1.0 1.0205116730570825
600 0.02005878475913956 1.0 1.0200587847591396
700 0.02150958427134794 1.0 1.021509584271348
800 0.021827500202467036 1.0 1.021827500202467
900 0.02143522396741174 1.0 1.0214352239674118
1000 0.01955170260562888 1.0 1.0195517026056289
1100 0.02143522396766571 1.0 1.0214352239676656
1200 0.021827500203317026 1.0 1.021827500203317
1300 0.020511673057695474 1.0 1.0205116730576955
1400 0.020511673057266207 1.0 1.0205116730572663
1500 0.020779434457867705 1.0 1.0207794344578678
1600 0.02145321889244372 1.0 1.0214532188924437
1700 0.021453218892096497 1.0 1.0214532188920964
1800 0.021435223967502796 1.0 1.0214352239675029
1900 0.021453218892064516 1.0 1.0214532188920644
