time Beta PositiveDERate NegativeDERate AcceptedPositiveDERate average_Positive_DE
100 0 0.5 0.5 1.0 0.6587205562283901
200 2.8317459241067797 0.86 0.14 0.16279069767441862 1.1987525424831416
300 1.8830180370149736 0.69 0.31 0.36231884057971014 0.9739511655871731
400 2.7444747193842973 0.82 0.18 0.21951219512195122 1.0255238063260785
500 3.037993064499667 0.8 0.2 0.225 1.0241958963031914
600 3.5038494100215707 0.86 0.14 0.12790697674418605 1.2020183834054725
700 3.4082649612337326 0.86 0.14 0.16279069767441862 1.080517637896045
800 4.299477636621979 0.75 0.25 0.25333333333333335 0.7814554897580257
900 6.70839341591613 0.75 0.25 0.17333333333333334 0.8044399142060653
1000 7.329156941200952 0.72 0.28 0.16666666666666666 0.9510067352931573
1100 6.959297177122796 0.66 0.34 0.22727272727272727 0.7660404991706384
1200 9.693996072053675 0.77 0.23 0.19480519480519481 0.7998980327037247
1300 10.428375973045382 0.69 0.31 0.15942028985507245 0.8300561043037203
1400 11.322934208307423 0.76 0.24 0.13157894736842105 0.8483646902231862
1500 12.552238137476392 0.75 0.25 0.25333333333333335 0.7823758935787176
1600 15.566689781826941 0.74 0.26 0.3108108108108108 0.6570046896302991
1700 21.539693886087132 0.78 0.22 0.15384615384615385 0.8128512351389812
1800 20.830394707279808 0.75 0.25 0.25333333333333335 0.7659003861490271
1900 28.313109245711747 0.77 0.23 0.14285714285714285 0.8240258554156036
