time Beta PositiveDERate NegativeDERate AcceptedPositiveDERate average_Positive_DE
100 0 0.52 0.48 1.0 0.6482228663622481
200 2.877604828557047 0.81 0.19 0.16049382716049382 1.168152698009802
300 1.932343830784332 0.7 0.3 0.4 0.9047457019354481
400 2.954404034361004 0.82 0.18 0.17073170731707318 1.1052705072994964
500 2.8187979236957115 0.77 0.23 0.24675324675324675 0.9549988235586372
600 3.7577304793277664 0.85 0.15 0.1411764705882353 0.9691543789568978
700 4.227187358250472 0.8 0.2 0.2125 0.7557872310572067
800 6.146784742064548 0.63 0.37 0.2698412698412698 0.7569641342051208
900 6.925441543976378 0.79 0.21 0.22784810126582278 0.8052252043400013
1000 7.322009233199547 0.71 0.29 0.18309859154929578 0.8123479602203215
1100 8.147171917013784 0.64 0.36 0.3125 0.6673901721920584
1200 11.126914808474567 0.7 0.3 0.2571428571428571 0.7379474004642665
1300 11.303837400722324 0.74 0.26 0.14864864864864866 0.847917105412704
1400 11.084421576399741 0.78 0.22 0.23076923076923078 0.7386157875817962
1500 14.417340920875642 0.68 0.32 0.19117647058823528 0.8012838957128475
1600 15.199360542850695 0.71 0.29 0.19718309859154928 0.9209645371527233
1700 15.3661507316145 0.73 0.27 0.2465753424657534 0.750847643509504
1800 22.550529674840174 0.71 0.29 0.16901408450704225 0.7878248048934264
1900 27.525182210153528 0.65 0.35 0.3076923076923077 0.6389326803959517
