time ElasticEnergy SurfaceEnergy TotalEnergy 
100 0.017027588806875778 1.125 1.1420275888068758
200 0.020058784758567007 1.0 1.020058784758567
300 0.02095388557993566 1.125 1.1459538855799356
400 0.022621649569916358 1.0 1.0226216495699163
500 0.02051167305752081 1.0 1.0205116730575208
600 0.02051167305710606 1.0 1.020511673057106
700 0.018524449662092237 1.125 1.1435244496620922
800 0.02150958427078818 1.0 1.0215095842707882
900 0.02143522396759768 1.0 1.0214352239675977
1000 0.021435223967646425 1.0 1.0214352239676465
1100 0.021435223967286664 1.0 1.0214352239672866
1200 0.020779434463674053 1.0 1.020779434463674
