time Beta PositiveDERate NegativeDERate AcceptedPositiveDERate average_Positive_DE
100 0 0.51 0.49 1.0 0.7754203999763079
200 2.4055715458119074 0.83 0.17 0.2289156626506024 1.329626742922038
300 1.697673930995586 0.64 0.36 0.53125 0.9100948888330402
400 2.937039186426234 0.86 0.14 0.09302325581395349 1.5338577930726653
500 2.031175396551465 0.84 0.16 0.15476190476190477 1.4043917222994826
600 2.5552900448121454 0.84 0.16 0.13095238095238096 1.5194083024526293
700 2.6963108812204295 0.67 0.33 0.34328358208955223 0.773029902786863
800 6.009678802024991 0.67 0.33 0.208955223880597 0.8427166555168114
900 6.220727723850802 0.77 0.23 0.22077922077922077 0.9287141699928121
1000 6.348418675498527 0.72 0.28 0.1527777777777778 0.8882563130203406
1100 7.450933240030773 0.79 0.21 0.05063291139240506 1.0796132142532568
1200 6.878383380228067 0.8 0.2 0.0375 1.2049477409508598
1300 6.922820917155428 0.9 0.1 0.1 1.20284244968645
1400 7.813717133681955 0.89 0.11 0.11235955056179775 1.1836468672034834
1500 8.996666078513051 0.9 0.1 0.1111111111111111 1.1747948633257992
1600 10.366918692205765 0.86 0.14 0.16279069767441862 1.2248793217151337
1700 11.55352992370259 0.87 0.13 0.14942528735632185 1.1994554222712852
1800 14.11641629347298 0.97 0.03 0.030927835051546393 1.1700340400773757
1900 18.533667023000596 0.94 0.06 0.06382978723404255 1.1774433867868295
