time Beta PositiveDERate NegativeDERate AcceptedPositiveDERate average_Positive_DE
100 0 0.52 0.48 1.0 0.9079332941806295
200 2.054478299431098 0.82 0.18 0.17073170731707318 1.5409189683462998
300 1.4648873209963782 0.72 0.28 0.3888888888888889 1.0912071619553765
400 2.4495663564735426 0.78 0.22 0.28205128205128205 1.2285737107902917
500 2.535895228536047 0.81 0.19 0.20987654320987653 1.2211091837939945
600 2.938826629620915 0.89 0.11 0.0898876404494382 1.4933876683945815
700 2.743291126358246 0.85 0.15 0.21176470588235294 1.0938004068406746
800 4.247266129227494 0.76 0.24 0.15789473684210525 1.0208382609500462
900 5.13530013799197 0.89 0.11 0.011235955056179775 1.205846701811656
1000 4.889399599571464 0.82 0.18 0.06097560975609756 1.1049980431491233
1100 5.989457202556572 0.85 0.15 0.0 1.2511846160095441
1200 5.935170153928395 0.88 0.12 0.011363636363636364 1.198758985480034
1300 6.958560916891434 0.87 0.13 0.13793103448275862 1.210637548808187
1400 7.763405874439889 0.89 0.11 0.11235955056179775 1.1410643141019008
1500 9.332406147053375 0.85 0.15 0.17647058823529413 1.2528805899269069
1600 9.720800949458456 0.9 0.1 0.1111111111111111 1.1389102440060792
1700 12.42563228387714 0.91 0.09 0.0989010989010989 1.1891869938229853
1800 14.238309159278677 0.84 0.16 0.19047619047619047 1.1723702000731153
1900 18.49673533412724 0.92 0.08 0.08695652173913043 1.1605412168279192
