time Beta AcceptanceRate RefusalRate Nmove Radius
100 0 0.91 0.09 10 inf
200 2.174557900866855 0.25 0.75 10 inf
300 1.5879877651776937 0.54 0.46 5 inf
400 3.1689076944969354 0.21 0.79 5 inf
500 1.7006694072403148 0.49 0.51 2 inf
600 3.4430921849628726 0.3 0.7 2 inf
700 3.847444313354263 0.18 0.82 2 inf
800 3.591965180975047 0.34 0.66 1 inf
900 5.816287851952271 0.16 0.84 1 inf
1000 5.873887892244266 0.0 1.0 1 5
1100 5.820100066504224 0.0 1.0 1 5
1200 6.344292243988888 0.0 1.0 1 5
1300 6.843711175966983 0.0 1.0 1 5
1400 7.446161719554494 0.0 1.0 1 5
1500 8.63208165630812 0.0 1.0 1 5
1600 10.10031002161912 0.0 1.0 1 5
1700 12.673715738787502 0.0 1.0 1 5
1800 13.624211003253356 0.0 1.0 1 5
1900 18.170804843738924 0.0 1.0 1 5
