time Beta PositiveDERate NegativeDERate AcceptedPositiveDERate average_Positive_DE
100 0 0.53 0.47 1.0 0.8192444797503159
200 2.2768896176066975 0.77 0.23 0.3246753246753247 1.0245632107288742
300 2.2031560725350365 0.93 0.07 0.11827956989247312 1.5752129537296093
400 1.696903485677971 0.73 0.27 0.3698630136986301 1.0561870372414064
500 2.9497940243947784 0.98 0.02 0.01020408163265306 2.536416401793145
600 1.4148418944426608 0.72 0.28 0.3888888888888889 0.9487276288710648
700 4.318201572557401 0.92 0.08 0.08695652173913043 1.4760371891376778
800 3.147387785550114 0.72 0.28 0.125 1.0639546963356394
900 4.927193686328251 0.76 0.24 0.05263157894736842 1.1128776727682885
1000 5.297856651501046 0.82 0.18 0.08536585365853659 1.0458896193877305
1100 6.327951215564073 0.79 0.21 0.0 1.1857678063222619
1200 6.262603479703519 0.88 0.12 0.125 1.2649542028094172
1300 6.594418522510394 0.9 0.1 0.1 1.2480119374142196
1400 7.530914069386451 0.82 0.18 0.21951219512195122 1.1791929959850704
1500 9.030646938512385 0.92 0.08 0.08695652173913043 1.2014579684930553
1600 10.136853013173008 0.88 0.12 0.13636363636363635 1.1873272535087496
1700 11.918937979853288 0.84 0.16 0.19047619047619047 1.1045666746838787
1800 15.32909914296549 0.88 0.12 0.13636363636363635 1.1786534818846512
1900 18.398131119670694 0.89 0.11 0.12359550561797752 1.1873138394346292
