time Beta PositiveDERate NegativeDERate AcceptedPositiveDERate average_Positive_DE
100 0 0.53 0.47 1.0 0.8577970030053045
200 2.174557900866855 0.87 0.13 0.19540229885057472 1.421467286406157
300 1.5879877651776937 0.65 0.35 0.46153846153846156 0.843503380205968
400 3.1689076944969354 0.83 0.17 0.08433734939759036 1.8319458195896636
500 1.7006694072403148 0.73 0.27 0.3424657534246575 1.042268982132161
600 3.4430921849628726 0.79 0.21 0.189873417721519 1.0648099895039242
700 3.847444313354263 0.84 0.16 0.07142857142857142 1.2933481217233225
800 3.591965180975047 0.75 0.25 0.22666666666666666 0.9013155806180813
900 5.816287851952271 0.79 0.21 0.12658227848101267 1.0037417276497964
1000 5.873887892244266 0.86 0.14 0.0 1.1371520098838546
1100 5.820100066504224 0.85 0.15 0.10588235294117647 1.1704999240900686
1200 6.344292243988888 0.88 0.12 0.125 1.2188763100387794
1300 6.843711175966983 0.89 0.11 0.12359550561797752 1.262216832271179
1400 7.446161719554494 0.87 0.13 0.14942528735632185 1.2336393517924933
1500 8.63208165630812 0.86 0.14 0.16279069767441862 1.2058048517373336
1600 10.10031002161912 0.85 0.15 0.17647058823529413 1.1166164831241687
1700 12.673715738787502 0.88 0.12 0.13636363636363635 1.2427884493422519
1800 13.624211003253356 0.87 0.13 0.14942528735632185 1.1933990536386272
1900 18.170804843738924 0.81 0.19 0.2345679012345679 1.2887522762198578
