time Beta AcceptanceRate RefusalRate Nmove Radius
100 0 0.64 0.36 10 inf
200 8788258307602.283 0.36 0.64 10 inf
300 9147657089378.938 0.31 0.69 10 inf
400 10254796237887.02 0.29 0.71 10 inf
500 11929087861600.7 0.27 0.73 5 inf
600 13885249361777.514 0.32 0.68 2 inf
700 21650175143958.258 0.22 0.78 2 inf
800 18551108519079.89 0.12 0.88 1 inf
900 24447864488297.758 0.0 1.0 1 1
