time Beta AcceptanceRate RefusalRate Nmove Radius
100 0 0.7 0.3 10 inf
200 8317520907165.368 0.26 0.74 10 inf
300 7910779475145.639 0.33 0.67 5 inf
400 10192191760163.633 0.24 0.76 5 inf
500 11178744695331.992 0.36 0.64 2 inf
600 17630352968018.453 0.26 0.74 2 inf
700 18292590173765.75 0.2 0.8 1 inf
800 20375415732237.79 0.0 1.0 1 1
900 19544097058049.516 0.0 1.0 1 1
