time Beta AcceptanceRate RefusalRate Nmove Radius
100 0 0.77 0.23 10 inf
200 9272816385521.451 0.29 0.71 10 inf
300 9663357707041.262 0.33 0.67 5 inf
400 9583653178547.97 0.23 0.77 5 inf
500 11108917867195.006 0.24 0.76 2 inf
600 14325951545986.043 0.2 0.8 1 inf
700 16707480092306.41 0.0 1.0 1 1
800 17318695110488.422 0.0 1.0 1 1
