time Beta PositiveDERate NegativeDERate AcceptedPositiveDERate average_Positive_DE
100 0 0.48 0.52 1.25 1.7761718022294795e-13
200 10501964099890.018 0.82 0.18 0.25609756097560976 2.5784252781660343e-13
300 8754462184837.297 0.78 0.22 0.32051282051282054 2.829873087998399e-13
400 9445597978245.371 0.77 0.23 0.2987012987012987 2.3183763711107557e-13
500 13438431524408.8 0.86 0.14 0.1744186046511628 2.852188769402135e-13
600 12582014996716.664 0.71 0.29 0.323943661971831 1.8673013057554604e-13
700 21939668366815.773 1.0 0.0 0.0 2.8334667945273394e-13
800 16395679769681.613 1.0 0.0 0.0 2.8334667945273394e-13
900 18501402142595.93 0.13 0.87 6.076923076923077 2.8332891588433995e-13
1000 20809264605343.996 0.0 1.0 0.0 0.0
