time Beta PositiveDERate NegativeDERate AcceptedPositiveDERate average_Positive_DE
100 0 0.41 0.59 1.3658536585365855 2.522210083065502e-13
200 7395614119336.037 0.65 0.35 0.5384615384615384 2.404913874880339e-13
300 9386085227379.0 0.78 0.22 0.2692307692307692 2.8856689118000737e-13
400 9262962708363.744 0.77 0.23 0.3246753246753247 2.5529938913276454e-13
500 12203453450010.96 0.85 0.15 0.24705882352941178 2.6118715033910976e-13
600 13739681229911.926 0.8 0.2 0.2125 2.333688797762079e-13
700 17555027657708.1 0.75 0.25 0.25333333333333335 2.3105665529025523e-13
800 20106157142600.95 1.0 0.0 0.0 4.982680934517703e-13
900 10521064726436.637 1.0 0.0 0.0 4.982680934517703e-13
1000 11832719089313.252 1.0 0.0 0.0 4.982680934517703e-13
1100 13282685717445.111 1.0 0.0 0.0 4.982680934517703e-13
1200 14903610501227.092 1.0 0.0 0.0 4.982680934517703e-13
1300 16741263457884.28 1.0 0.0 0.0 4.982680934517703e-13
1400 18862678107934.543 1.0 0.0 0.0 4.982680934517703e-13
1500 21371779086510.133 1.0 0.0 0.0 4.982680934517703e-13
1600 24442670498423.977 1.0 0.0 0.0 4.982680934517703e-13
1700 28401738105131.42 1.0 0.0 0.0 4.982680934517703e-13
1800 33981730495620.86 1.0 0.0 0.0 4.982680934517703e-13
1900 43520790492817.73 1.0 0.0 0.0 4.982680934517703e-13
