time ElasticEnergy SurfaceEnergy TotalEnergy 
100 0.005372107540156799 1.6666666666666667 1.6720387742068235
200 0.005372107540128014 1.6666666666666667 1.6720387742067946
300 0.005372107540053471 1.6666666666666667 1.67203877420672
400 0.005372107540043406 1.6666666666666667 1.67203877420671
500 0.005372107540053469 1.6666666666666667 1.67203877420672
600 0.005372107540062344 1.6666666666666667 1.6720387742067289
700 0.005372107540062344 1.6666666666666667 1.6720387742067289
800 0.005372107540062344 1.6666666666666667 1.6720387742067289
900 0.005372107540035632 1.6666666666666667 1.6720387742067022
1000 0.005372107540035634 1.6666666666666667 1.6720387742067022
