time Beta AcceptanceRate RefusalRate Nmove Radius
100 0 0.71 0.29 10 inf
200 8971268812726.422 0.34 0.66 10 inf
300 7947954647697.34 0.26 0.74 10 inf
400 9644289275076.172 0.26 0.74 5 inf
500 11271520576797.422 0.31 0.69 2 inf
600 12309020994503.06 0.27 0.73 2 inf
700 16110528432671.598 0.23 0.77 1 inf
800 18638322628635.23 0.0 1.0 1 1
