time ElasticEnergy SurfaceEnergy TotalEnergy 
100 0.010553226878954962 1.5 1.510553226878955
200 0.006979950556449778 1.5 1.5069799505564498
300 0.006979950556069314 1.5 1.5069799505560693
400 0.006979950556062635 1.5 1.5069799505560626
500 0.006979950556449795 1.5 1.5069799505564498
600 0.006979950556305212 1.5 1.5069799505563053
700 0.006979950556068165 1.5 1.5069799505560681
800 0.006979950556370416 1.5 1.5069799505563704
900 0.006979950556081273 1.5 1.5069799505560812
1000 0.006979950556449829 1.5 1.5069799505564498
1100 0.00697995055629732 1.5 1.5069799505562973
1200 0.006979950556148088 1.5 1.506979950556148
1300 0.006979950556084542 1.5 1.5069799505560846
1400 0.006979950556201133 1.5 1.5069799505562012
1500 0.006979950555995865 1.5 1.5069799505559958
1600 0.006979950555995833 1.5 1.5069799505559958
1700 0.006979950555995834 1.5 1.5069799505559958
1800 0.006979950555995831 1.5 1.5069799505559958
1900 0.006979950555995833 1.5 1.5069799505559958
