time Beta PositiveDERate NegativeDERate AcceptedPositiveDERate average_Positive_DE
100 0 0.49 0.51 1.0204081632653061 0.006126956391229218
200 304.4463076145486 0.74 0.26 0.3783783783783784 0.009461026541308036
300 238.58644192126263 0.77 0.23 0.3246753246753247 0.010390722545378352
400 257.24720684200855 0.75 0.25 0.24 0.011240189212356668
500 277.1780930229296 0.82 0.18 0.24390243902439024 0.011150590405996048
600 321.8330201671406 0.76 0.24 0.3026315789473684 0.01033980732504087
700 396.21600385126067 0.74 0.26 0.32432432432432434 0.010041363945688154
800 462.6524290163327 0.75 0.25 0.32 0.010286659006407415
900 509.6223039043963 0.77 0.23 0.2857142857142857 0.010576773601760434
1000 557.4352447140548 0.77 0.23 0.2857142857142857 0.010576986758222854
1100 625.7300533353839 0.83 0.17 0.2289156626506024 0.011190429502568494
1200 663.6021958129263 0.79 0.21 0.24050632911392406 0.011032500955584622
1300 756.0966872983843 0.82 0.18 0.24390243902439024 0.010977885513619291
1400 856.1458075487205 0.78 0.22 0.21794871794871795 0.011173522428936843
1500 953.045531239969 0.69 0.31 0.34782608695652173 0.009733504616446073
1600 1251.2453949568662 0.84 0.16 0.19047619047619047 0.011565528826677522
1700 1223.6085447054945 0.79 0.21 0.21518987341772153 0.011212179781130297
1800 1510.1445389540459 0.74 0.26 0.3108108108108108 0.011392083660966697
1900 1903.5166831394297 0.46 0.54 0.45652173913043476 0.014293105292105977
