time ElasticEnergy SurfaceEnergy TotalEnergy 
100 0.010553226878485977 1.5 1.510553226878486
200 0.0069799505561284544 1.5 1.5069799505561285
300 0.006979950556449757 1.5 1.5069799505564498
400 0.006979950556305216 1.5 1.5069799505563053
500 0.006979950556985286 1.5 1.5069799505569852
600 0.006979950556449754 1.5 1.5069799505564498
700 0.006979950556025402 1.5 1.5069799505560253
800 0.006979950556450728 1.5 1.5069799505564507
900 0.006979950556164602 1.5 1.5069799505561645
1000 0.006979950556370432 1.5 1.5069799505563704
1100 0.006979950556369392 1.5 1.5069799505563695
1200 0.006979950556030346 1.5 1.5069799505560304
1300 0.006979950556117866 1.5 1.5069799505561179
1400 0.006979950557036304 1.5 1.5069799505570363
1500 0.006979950556163731 1.5 1.5069799505561636
1600 0.006979950556370481 1.5 1.5069799505563706
1700 0.006979950556365123 1.5 1.506979950556365
1800 0.006979950556449901 1.5 1.5069799505564498
1900 0.006979950555995824 1.5 1.5069799505559958
