time ElasticEnergy SurfaceEnergy TotalEnergy 
100 0.006979950556262556 1.5 1.5069799505562627
200 0.006979950556449748 1.5 1.5069799505564498
300 0.010553226878952908 1.5 1.510553226878953
400 0.006979950556985304 1.5 1.5069799505569854
500 0.0069799505569850375 1.5 1.506979950556985
600 0.0069799505561647076 1.5 1.5069799505561647
700 0.006979950556370442 1.5 1.5069799505563704
800 0.006979950556449748 1.5 1.5069799505564498
900 0.006979950556177572 1.5 1.5069799505561776
1000 0.006979950556370419 1.5 1.5069799505563704
1100 0.006979950556408924 1.5 1.506979950556409
1200 0.006979950556984996 1.5 1.506979950556985
1300 0.006979950556305176 1.5 1.506979950556305
1400 0.006979950556449805 1.5 1.5069799505564498
1500 0.006979950556034652 1.5 1.5069799505560346
1600 0.006979950556365983 1.5 1.506979950556366
1700 0.006979950556370417 1.5 1.5069799505563704
1800 0.006979950556449763 1.5 1.5069799505564498
1900 0.006979950556048299 1.5 1.5069799505560484
