time ElasticEnergy SurfaceEnergy TotalEnergy 
100 0.010549123626186254 1.5 1.5105491236261863
200 0.006979950556227042 1.5 1.5069799505562271
300 0.006979950556164772 1.5 1.5069799505561647
400 0.006979950556020898 1.5 1.5069799505560209
500 0.006979950556985227 1.5 1.5069799505569852
600 0.006979950556244594 1.5 1.5069799505562447
700 0.006979950556446464 1.5 1.5069799505564465
800 0.006979950556449783 1.5 1.5069799505564498
900 0.006979950556372774 1.5 1.5069799505563728
1000 0.006979950556134817 1.5 1.5069799505561348
1100 0.006979950555995824 1.5 1.5069799505559958
1200 0.00697995055599582 1.5 1.5069799505559958
1300 0.006979950555995818 1.5 1.5069799505559958
1400 0.006979950555995819 1.5 1.5069799505559958
1500 0.006979950555995818 1.5 1.5069799505559958
1600 0.006979950555995826 1.5 1.5069799505559958
1700 0.006979950555995827 1.5 1.5069799505559958
1800 0.006979950555995827 1.5 1.5069799505559958
1900 0.006979950555995826 1.5 1.5069799505559958
