time ElasticEnergy SurfaceEnergy TotalEnergy 
100 0.010553226879872247 1.5 1.5105532268798723
200 0.006979950556984993 1.5 1.506979950556985
300 0.006979950556155385 1.5 1.5069799505561554
400 0.006979950556039951 1.5 1.50697995055604
500 0.006979950556288575 1.5 1.5069799505562886
600 0.006979950556045319 1.5 1.5069799505560453
700 0.006979950556164784 1.5 1.5069799505561647
800 0.00697995055601564 1.5 1.5069799505560157
900 0.006979950556027574 1.5 1.5069799505560275
1000 0.00697995055616503 1.5 1.506979950556165
1100 0.006979950556077126 1.5 1.506979950556077
1200 0.0069799505569850375 1.5 1.506979950556985
1300 0.0069799505560243814 1.5 1.5069799505560244
1400 0.006979950555995834 1.5 1.5069799505559958
1500 0.006979950555995833 1.5 1.5069799505559958
1600 0.006979950555995835 1.5 1.5069799505559958
1700 0.006979950555995836 1.5 1.5069799505559958
1800 0.006979950555995835 1.5 1.5069799505559958
1900 0.006979950555995835 1.5 1.5069799505559958
