time ElasticEnergy SurfaceEnergy TotalEnergy 
100 0.01110367347507166 1.4 1.4111036734750715
200 0.014862764017259666 1.2 1.2148627640172598
300 0.013803858186215382 1.4 1.4138038581862153
400 0.014862764017724156 1.2 1.2148627640177243
500 0.014862764017202568 1.2 1.2148627640172025
600 0.014862764017657565 1.2 1.2148627640176577
700 0.014862764017688082 1.2 1.2148627640176881
800 0.014862764019206337 1.2 1.2148627640192065
900 0.01486276401704519 1.2 1.214862764017045
1000 0.01486276401934647 1.2 1.2148627640193463
1100 0.014862764016990687 1.2 1.2148627640169907
1200 0.014862764017336372 1.2 1.2148627640173364
1300 0.014862764018147285 1.2 1.2148627640181473
1400 0.014862764020364924 1.2 1.2148627640203649
1500 0.014862764017139558 1.2 1.2148627640171397
1600 0.01486276401705811 1.2 1.2148627640170582
1700 0.014862764017027408 1.2 1.2148627640170273
1800 0.014862764019448176 1.2 1.2148627640194483
1900 0.014862764017116285 1.2 1.2148627640171163
