time ElasticEnergy SurfaceEnergy TotalEnergy 
100 0.01380385818617221 1.4 1.413803858186172
200 0.014862764017193025 1.2 1.2148627640171932
300 0.013803858186167462 1.4 1.4138038581861676
400 0.014862764017170313 1.2 1.2148627640171703
500 0.014862764018855518 1.2 1.2148627640188556
600 0.014862764017901316 1.2 1.2148627640179013
700 0.014862764017496654 1.2 1.2148627640174967
800 0.01486276401884688 1.2 1.214862764018847
900 0.014862764017850607 1.2 1.2148627640178506
1000 0.014862764018106146 1.2 1.2148627640181062
1100 0.014862764017117816 1.2 1.2148627640171177
1200 0.014862764017700852 1.2 1.2148627640177008
1300 0.014862764018173708 1.2 1.2148627640181737
1400 0.014862764020640332 1.2 1.2148627640206402
1500 0.01486276401769104 1.2 1.214862764017691
1600 0.014862764018567037 1.2 1.2148627640185672
1700 0.014862764017056626 1.2 1.2148627640170566
1800 0.014862764017822402 1.2 1.2148627640178224
1900 0.014862764021098823 1.2 1.2148627640210987
