time ElasticEnergy SurfaceEnergy TotalEnergy 
100 0.011103673475542704 1.4 1.4111036734755427
200 0.014862764017724009 1.2 1.214862764017724
300 0.008264650830140687 1.4 1.4082646508301406
400 0.014862764017587727 1.2 1.2148627640175877
500 0.014862764017315016 1.2 1.2148627640173149
600 0.01486276402141384 1.2 1.2148627640214138
700 0.014862764020110306 1.2 1.2148627640201102
800 0.014862764019437444 1.2 1.2148627640194376
900 0.014862764017731355 1.2 1.2148627640177314
1000 0.014862764017579138 1.2 1.214862764017579
1100 0.014862764018422495 1.2 1.2148627640184224
1200 0.014862764018469754 1.2 1.2148627640184697
1300 0.014862764017315034 1.2 1.2148627640173149
1400 0.014862764019430466 1.2 1.2148627640194305
1500 0.01486276401759028 1.2 1.2148627640175902
1600 0.014862764020602357 1.2 1.2148627640206022
1700 0.014862764017139438 1.2 1.2148627640171394
1800 0.014862764017660724 1.2 1.2148627640176608
1900 0.014862764017132166 1.2 1.2148627640171321
