time Beta PositiveDERate NegativeDERate AcceptedPositiveDERate average_Positive_DE
100 0 0.51 0.49 1.0 0.23998116638705966
200 7.772815168405971 0.87 0.13 0.08045977011494253 0.9184133539955476
300 2.4577959908717277 0.67 0.33 0.5074626865671642 0.5782430810054949
400 4.622596343428563 0.87 0.13 0.12643678160919541 0.871716754188384
500 3.57402125877305 0.82 0.18 0.13414634146341464 0.8778636683149351
600 4.087910590828808 0.65 0.35 0.3076923076923077 0.7020974111698118
700 5.835083670360978 0.72 0.28 0.1388888888888889 0.8649294149985943
800 5.37114513571862 0.49 0.51 0.5102040816326531 0.5406637301387167
900 9.696065354669248 0.44 0.56 0.4772727272727273 0.5129023769944777
1000 11.495104420321221 0.39 0.61 0.4358974358974359 0.5535000010375982
1100 11.95725108571565 0.41 0.59 0.6585365853658537 0.3350454551766821
1200 22.164137657316374 0.5 0.5 0.44 0.5494745464832093
1300 15.181117084535769 0.47 0.53 0.5531914893617021 0.480163927399052
1400 19.573879089888386 0.47 0.53 0.48936170212765956 0.5010406198959714
1500 21.25351757172661 0.48 0.52 0.5 0.49060227364744263
1600 24.824595160501925 0.45 0.55 0.5333333333333333 0.45789545540374865
1700 30.90591908994184 0.45 0.55 0.6222222222222222 0.39248181891901457
1800 43.140882583757765 0.42 0.58 0.5476190476190477 0.49060227364592424
1900 44.20081697383378 0.4 0.6 0.425 0.5641926146911626
