time Beta PositiveDERate NegativeDERate AcceptedPositiveDERate average_Positive_DE
100 0 0.5 0.5 1.0 0.22627842403298196
200 8.243513530716509 0.9 0.1 0.05555555555555555 0.9303277418112
300 2.426319841885789 0.75 0.25 0.38666666666666666 0.6609675769282716
400 4.0440476131841185 0.9 0.1 0.1 0.897605497124091
500 3.4709393169716893 0.71 0.29 0.352112676056338 0.6976445026581705
600 5.14392097025782 0.86 0.14 0.09302325581395349 0.9083712097338431
700 4.5100473187828864 0.54 0.46 0.48148148148148145 0.5352965901123452
800 8.6786680616341 0.72 0.28 0.16666666666666666 0.8373083489985969
900 6.260908384102402 0.41 0.59 0.5121951219512195 0.4786363645307182
1000 12.318049395939898 0.51 0.49 0.39215686274509803 0.5964184503155432
1100 11.096803737122675 0.39 0.61 0.48717948717948717 0.5031818191248697
1200 14.758072147577671 0.48 0.52 0.4791666666666667 0.5110440350476657
1300 16.322737089291643 0.45 0.55 0.5555555555555556 0.4360909099111002
1400 21.552090274367252 0.4 0.6 0.55 0.4660721599659213
1500 22.848126392888297 0.42 0.58 0.35714285714285715 0.6307743518274089
1600 19.308018458321747 0.39 0.61 0.41025641025641024 0.5786590919920553
1700 24.45598814950378 0.43 0.57 0.4883720930232558 0.5020116288470506
1800 33.72832638385676 0.46 0.54 0.43478260869565216 0.5545938745549656
1900 39.100722707713615 0.44 0.56 0.5454545454545454 0.44600206695341255
