time ElasticEnergy SurfaceEnergy TotalEnergy 
100 0.019948665300566513 1.1111111111111112 1.1310597764116777
200 0.022766445053387978 0.8888888888888888 0.9116553339422769
300 0.02276644505304709 0.8888888888888888 0.9116553339419359
400 0.025738109222865867 1.0 1.025738109222866
500 0.022604382544586167 1.0 1.0226043825445863
600 0.022604382542591485 1.0 1.0226043825425917
700 0.022766445051903467 0.8888888888888888 0.9116553339407923
800 0.02356871140129961 0.8888888888888888 0.9124576002901885
900 0.023568711400078667 0.8888888888888888 0.9124576002889676
1000 0.02356871139973843 0.8888888888888888 0.9124576002886273
1100 0.02356871140026011 0.8888888888888888 0.912457600289149
1200 0.022766445053967202 0.8888888888888888 0.911655333942856
1300 0.023568711401403132 0.8888888888888888 0.912457600290292
1400 0.02276644505427701 0.8888888888888888 0.9116553339431659
1500 0.022766445053554043 0.8888888888888888 0.9116553339424429
1600 0.02276644505190718 0.8888888888888888 0.911655333940796
1700 0.023568711400810245 0.8888888888888888 0.9124576002896991
1800 0.023568711400381873 0.8888888888888888 0.9124576002892708
1900 0.022766445056008652 0.8888888888888888 0.9116553339448975
