time Beta PositiveDERate NegativeDERate AcceptedPositiveDERate average_Positive_DE
100 0 0.51 0.49 1.0 0.6410861604397328
200 2.9096389305076107 0.83 0.17 0.2289156626506024 1.2226460597301265
300 1.8462192238296333 0.64 0.36 0.375 1.051075255310348
400 2.5430951193686147 0.86 0.14 0.10465116279069768 1.6039181198984687
500 1.9424521566569406 0.8 0.2 0.225 0.9704229450241589
600 3.6980042623776903 0.92 0.08 0.06521739130434782 1.6636241761075754
700 2.46257369768758 0.87 0.13 0.11494252873563218 1.379406587903971
800 3.367869532339122 0.81 0.19 0.1111111111111111 1.0304283176676614
900 5.087506595500056 0.72 0.28 0.1111111111111111 1.0517813063897
1000 5.605601036227183 0.86 0.14 0.10465116279069768 0.9070240458358838
1100 7.296761887113136 0.79 0.21 0.0759493670886076 0.9845693989716208
1200 7.542377000291324 0.84 0.16 0.10714285714285714 0.9165119238791399
1300 9.10150452798015 0.79 0.21 0.10126582278481013 0.9873529482615766
1400 9.519058685937125 0.78 0.22 0.1282051282051282 0.9865078779178611
1500 10.794516554275779 0.77 0.23 0.12987012987012986 0.9058573478666151
1600 13.444724886100794 0.73 0.27 0.1506849315068493 0.9159313321625772
1700 15.45059045304983 0.85 0.15 0.09411764705882353 1.0421038948854264
1800 16.247911699923613 0.84 0.16 0.05952380952380952 1.018886443091751
1900 21.283060002808845 0.83 0.17 0.10843373493975904 0.9960631235485226
