time Beta PositiveDERate NegativeDERate AcceptedPositiveDERate average_Positive_DE
100 0 0.51 0.49 1.0 0.492795188052797
200 3.7852018352607115 0.8 0.2 0.3125 0.6937166383115166
300 3.253882831623357 0.92 0.08 0.09782608695652174 1.5106669942388162
400 1.769406733623455 0.63 0.37 0.5873015873015873 0.6185961365588982
500 5.036459212999446 0.81 0.19 0.20987654320987653 0.7814981998088999
600 4.591985225155963 0.82 0.18 0.10975609756097561 1.177645431635011
700 3.47880357607451 0.83 0.17 0.08433734939759036 0.9222647094572634
800 5.0372321226988515 0.75 0.25 0.04 0.9794440235221384
900 5.352333299735288 0.69 0.31 0.2608695652173913 0.847958147268555
1000 6.953015782647129 0.72 0.28 0.16666666666666666 0.9933243644831973
1100 6.662817026333383 0.8 0.2 0.0875 0.9798749228364422
1200 7.57851172320871 0.81 0.19 0.18518518518518517 0.9930965381895427
1300 8.399623908004907 0.8 0.2 0.25 0.993857218445038
1400 9.45676147821303 0.79 0.21 0.26582278481012656 0.993172194347702
1500 10.72208392433078 0.83 0.17 0.20481927710843373 0.9934888582853493
1600 12.258821753813269 0.78 0.22 0.28205128205128205 0.9951016876092441
1700 14.221340464571094 0.84 0.16 0.19047619047619047 0.9933404416154721
1800 17.045527753514506 0.83 0.17 0.20481927710843373 0.992857772647778
1900 21.841014797658335 0.79 0.21 0.26582278481012656 0.9923339562318171
