time Beta PositiveDERate NegativeDERate AcceptedPositiveDERate average_Positive_DE
100 0 0.48 0.52 1.0 0.5457531657216408
200 3.4178990931891327 0.87 0.13 0.11494252873563218 1.392010408189921
300 1.6215917971105713 0.76 0.24 0.47368421052631576 0.707095279817632
400 3.780232209382391 0.89 0.11 0.0449438202247191 1.3801012910470494
500 2.25746778972596 0.73 0.27 0.2602739726027397 1.0366404733306323
600 3.461786684325099 0.73 0.27 0.2876712328767123 0.8855767263969031
700 4.626134604494516 0.91 0.09 0.03296703296703297 1.388770675075048
800 3.3451609423266393 0.77 0.23 0.025974025974025976 0.9817548654747273
900 5.33973504657839 0.8 0.2 0.2125 0.9938206458190608
1000 5.932525557590306 0.79 0.21 0.26582278481012656 0.9928958679418716
1100 6.665692447758179 0.72 0.28 0.3888888888888889 0.9926773452817047
1200 7.480772705542945 0.76 0.24 0.3157894736842105 0.9936814346348942
1300 8.394679757903232 0.82 0.18 0.21951219512195122 0.9927537364671997
1400 9.467273013427251 0.76 0.24 0.3157894736842105 0.9941892806821421
1500 10.711114901381071 0.79 0.21 0.26582278481012656 0.993024772254703
1600 12.264550863586845 0.78 0.22 0.28205128205128205 0.9937203681060055
1700 14.241108817496526 0.77 0.23 0.2987012987012987 0.9937910288833655
1800 17.037799269802104 0.84 0.16 0.19047619047619047 0.9931756713371704
1900 21.83402385921758 0.83 0.17 0.20481927710843373 0.9928313346020581
