time Beta AcceptanceRate RefusalRate Nmove Radius
100 0 0.91 0.09 10 inf
200 3.8746443818905245 0.12 0.88 10 inf
300 1.6450909327358025 0.41 0.59 5 inf
400 2.658093281845367 0.35 0.65 5 inf
500 2.686635923022653 0.2 0.8 5 inf
600 2.8649357341169983 0.41 0.59 2 inf
700 4.904361412840324 0.06 0.94 2 inf
800 3.423049084828279 0.11 0.89 1 inf
900 5.632239627410192 0.08 0.92 1 3
1000 6.34311194498297 0.0 1.0 1 3
1100 6.664578615575552 0.0 1.0 1 3
1200 7.46886711003575 0.0 1.0 1 3
1300 8.39483857212116 0.0 1.0 1 3
1400 9.45806796693669 0.0 1.0 1 3
1500 10.713098141363101 0.0 1.0 1 3
1600 12.252904152895619 0.0 1.0 1 3
1700 14.228088200188363 0.0 1.0 1 3
1800 17.05512903402556 0.0 1.0 1 3
1900 21.81793348274461 0.0 1.0 1 3
