time Beta PositiveDERate NegativeDERate AcceptedPositiveDERate average_Positive_DE
100 0 0.51 0.49 1.0 0.5504891174685714
200 3.38849432447062 0.9 0.1 0.1 1.512259299916422
300 1.492649216664144 0.76 0.24 0.2631578947368421 1.3211348518351183
400 2.023248685140632 0.76 0.24 0.27631578947368424 0.7688133721651728
500 4.052393368658241 0.81 0.19 0.2222222222222222 0.7962358156609615
600 4.506991668077005 0.94 0.06 0.010638297872340425 1.6997847752840736
700 2.4101858061618513 0.75 0.25 0.3333333333333333 0.8213307503155651
800 5.656261400568202 0.95 0.05 0.010526315789473684 1.4546651084758109
900 3.60379226241091 0.83 0.17 0.060240963855421686 0.9951381020536683
1000 5.924671529323591 0.76 0.24 0.3157894736842105 0.9930973421971253
1100 6.664340147873163 0.73 0.27 0.2191780821917808 0.9798706889160211
1200 7.578544469178059 0.79 0.21 0.22784810126582278 0.9932184888152134
1300 8.398592574615009 0.8 0.2 0.25 0.9922741322289506
1400 9.471848910464598 0.81 0.19 0.2345679012345679 0.9939411699042944
1500 10.713788644184234 0.75 0.25 0.3333333333333333 0.9940835351999878
1600 12.2514883275573 0.82 0.18 0.21951219512195122 0.9930110332204584
1700 14.251281630239966 0.81 0.19 0.2345679012345679 0.9927547924319681
1800 17.055583307501596 0.89 0.11 0.12359550561797752 0.9930396812687187
1900 21.837013881122243 0.79 0.21 0.26582278481012656 0.9932092299215827
