time Beta PositiveDERate NegativeDERate AcceptedPositiveDERate average_Positive_DE
100 0 0.51 0.49 1.0 0.511755151567531
200 3.6449642851889226 0.87 0.13 0.12643678160919541 1.1513411392520967
300 1.9605593706828044 0.77 0.23 0.2857142857142857 0.9904571464302636
400 2.698738013555306 0.83 0.17 0.21686746987951808 1.1232101149728682
500 2.773776846884239 0.76 0.24 0.27631578947368424 0.9140655663168226
600 3.9260074104625042 0.9 0.1 0.06666666666666667 1.3140900652457927
700 3.11759235327101 0.9 0.1 0.06666666666666667 1.4462806858108503
800 3.2121437184961663 0.72 0.28 0.18055555555555555 0.8694091108980406
900 6.029739965468389 0.78 0.22 0.07692307692307693 0.9934659088414048
1000 5.934643885121666 0.81 0.19 0.2345679012345679 0.9939231093481604
1100 6.658803307924801 0.7 0.3 0.42857142857142855 0.9941444585891173
1200 7.469732920438065 0.73 0.27 0.3698630136986301 0.9929762582222079
1300 8.40064136082003 0.76 0.24 0.3157894736842105 0.9931069665738879
1400 9.463905676404014 0.84 0.16 0.19047619047619047 0.9936177355599792
1500 10.717276109314183 0.73 0.27 0.3698630136986301 0.9930957176129187
1600 12.263674701361047 0.71 0.29 0.4084507042253521 0.9929136221146868
1700 14.252679771096677 0.75 0.25 0.3333333333333333 0.9939087451904817
1800 17.035781351335107 0.74 0.26 0.35135135135135137 0.993689819115611
1900 21.82272665696625 0.79 0.21 0.26582278481012656 0.9925825059612196
